204664	204723	204781	204840	204899	204957	205016	205075	205133	205192	205251	205309	205368	205427	205485	205544	205603	205661	205720	205779	205837	205896	205955	206013	206072	206131	206189	206248	206307	206365	206424	206483	206541	206600	206659	206717	206776	206835	206893	206952	207011	207069	207128	207187	207245	207304	207363	207421	207480	207539	207597	207656	207715	207773	207832	207891	207949	208008	208067	208125	208184	208243	208301	208360	208419	208477	208536	208595	208653	208712	208771	208829	208888	208947	209005	209064	209123	209181	209240	209299	209357	209416	209475	209533	209592	209651	209709	209768	209827	209885	209944	210003	210061	210120	210179	210237	210296	210355	210413	210472

-------------------------------------------------------------------
2.85037E-3	2.88644E-3	2.90477E-3	2.96869E-3	3.04095E-3	3.07863E-3	3.14743E-3	3.20971E-3	3.27958E-3	3.36252E-3	3.43512E-3	3.53993E-3	3.64610E-3	3.73929E-3	3.84227E-3	3.93127E-3	4.05587E-3	4.20230E-3	4.36515E-3	4.50521E-3	4.61196E-3	4.79365E-3	4.93740E-3	5.13766E-3	5.33318E-3	5.55826E-3	5.76503E-3	5.99765E-3	6.24351E-3	6.48640E-3	6.75617E-3	7.06352E-3	7.35459E-3	7.70974E-3	8.01416E-3	8.42391E-3	8.88071E-3	9.33219E-3	9.76035E-3	1.02248E-2	1.06059E-2	1.08971E-2	1.08992E-2	1.07912E-2	1.07345E-2	1.06745E-2	1.05644E-2	1.03642E-2	1.01864E-2	9.94973E-3	9.63386E-3	9.35787E-3	9.03557E-3	8.74751E-3	8.45397E-3	8.12895E-3	7.82009E-3	7.53308E-3	7.23477E-3	6.93612E-3	6.67689E-3	6.42870E-3	6.15803E-3	5.90597E-3	5.68344E-3	5.45392E-3	5.25728E-3	5.05084E-3	4.85645E-3	4.69188E-3	4.55443E-3	4.40521E-3	4.27247E-3	4.14765E-3	4.02349E-3	3.89410E-3	3.79043E-3	3.65857E-3	3.57711E-3	3.46437E-3	3.39859E-3	3.30870E-3	3.23621E-3	3.14729E-3	3.10459E-3	2.99956E-3	2.95373E-3	2.89175E-3	2.85277E-3	2.78449E-3	2.73572E-3	2.71084E-3	2.61630E-3	2.58484E-3	2.54395E-3	2.50782E-3	2.46405E-3	2.44862E-3	2.39980E-3	2.36651E-3
2.88035E-3	2.89157E-3	2.92720E-3	2.97646E-3	3.03662E-3	3.09534E-3	3.13954E-3	3.20793E-3	3.30777E-3	3.37478E-3	3.45894E-3	3.58422E-3	3.64515E-3	3.75037E-3	3.84450E-3	3.95656E-3	4.09653E-3	4.23338E-3	4.38690E-3	4.51615E-3	4.64837E-3	4.82206E-3	4.96481E-3	5.15386E-3	5.36695E-3	5.54356E-3	5.78255E-3	6.03688E-3	6.29892E-3	6.49482E-3	6.81795E-3	7.10358E-3	7.51052E-3	7.73930E-3	8.09426E-3	8.45643E-3	8.93617E-3	9.42189E-3	9.81459E-3	1.02597E-2	1.06401E-2	1.08963E-2	1.09255E-2	1.08628E-2	1.08020E-2	1.06897E-2	1.05517E-2	1.03670E-2	1.01753E-2	9.91154E-3	9.62315E-3	9.35164E-3	9.00476E-3	8.78317E-3	8.47144E-3	8.13536E-3	7.79626E-3	7.51370E-3	7.18359E-3	6.92964E-3	6.65308E-3	6.40538E-3	6.13351E-3	5.88034E-3	5.63411E-3	5.38436E-3	5.22413E-3	5.02922E-3	4.84545E-3	4.69333E-3	4.55194E-3	4.39413E-3	4.25708E-3	4.13298E-3	3.99788E-3	3.91103E-3	3.77919E-3	3.67337E-3	3.57674E-3	3.49296E-3	3.39270E-3	3.30551E-3	3.23408E-3	3.14151E-3	3.09232E-3	3.01780E-3	2.94515E-3	2.89628E-3	2.83718E-3	2.77292E-3	2.72861E-3	2.68029E-3	2.65282E-3	2.59780E-3	2.54882E-3	2.50370E-3	2.49797E-3	2.45476E-3	2.41917E-3	2.35455E-3
2.86615E-3	2.88946E-3	2.93889E-3	2.98661E-3	3.04800E-3	3.09335E-3	3.17480E-3	3.22544E-3	3.33920E-3	3.39358E-3	3.47128E-3	3.59699E-3	3.66125E-3	3.75701E-3	3.84658E-3	3.95897E-3	4.10121E-3	4.23194E-3	4.36924E-3	4.49751E-3	4.65471E-3	4.84670E-3	4.99235E-3	5.19999E-3	5.39126E-3	5.60822E-3	5.83086E-3	6.08215E-3	6.30737E-3	6.55961E-3	6.86864E-3	7.13937E-3	7.47537E-3	7.81532E-3	8.15252E-3	8.57868E-3	8.99684E-3	9.46460E-3	9.86988E-3	1.03059E-2	1.06800E-2	1.09127E-2	1.08974E-2	1.08348E-2	1.08021E-2	1.07139E-2	1.05763E-2	1.03600E-2	1.01634E-2	9.88791E-3	9.65820E-3	9.38050E-3	9.11643E-3	8.71214E-3	8.46370E-3	8.08770E-3	7.76093E-3	7.45119E-3	7.16594E-3	6.87765E-3	6.61501E-3	6.38330E-3	6.06078E-3	5.78923E-3	5.67447E-3	5.32305E-3	5.10740E-3	4.96940E-3	4.79128E-3	4.66792E-3	4.52993E-3	4.35536E-3	4.24002E-3	4.10702E-3	3.99607E-3	3.88460E-3	3.80357E-3	3.65730E-3	3.56514E-3	3.47611E-3	3.38251E-3	3.31613E-3	3.22651E-3	3.14380E-3	3.08647E-3	3.02309E-3	2.93998E-3	2.87823E-3	2.83067E-3	2.78481E-3	2.72267E-3	2.68506E-3	2.64287E-3	2.60399E-3	2.55127E-3	2.51474E-3	2.48819E-3	2.45175E-3	2.42365E-3	2.36177E-3
2.88300E-3	2.90950E-3	2.95075E-3	3.01024E-3	3.06475E-3	3.11664E-3	3.18651E-3	3.22753E-3	3.32470E-3	3.39983E-3	3.49305E-3	3.59425E-3	3.66972E-3	3.79065E-3	3.88175E-3	4.00659E-3	4.12485E-3	4.25671E-3	4.42162E-3	4.56339E-3	4.70575E-3	4.86002E-3	5.02003E-3	5.22960E-3	5.41776E-3	5.64975E-3	5.86672E-3	6.11296E-3	6.36448E-3	6.59213E-3	6.87777E-3	7.16619E-3	7.49420E-3	7.81807E-3	8.20340E-3	8.62081E-3	9.06831E-3	9.55105E-3	9.92901E-3	1.03691E-2	1.07468E-2	1.09137E-2	1.09278E-2	1.08568E-2	1.07927E-2	1.06583E-2	1.05434E-2	1.03635E-2	1.01093E-2	9.83164E-3	9.52965E-3	9.26398E-3	8.93133E-3	8.72751E-3	8.42413E-3	8.08206E-3	7.71966E-3	7.43559E-3	7.15491E-3	6.85804E-3	6.56684E-3	6.30606E-3	5.99142E-3	5.95395E-3	5.66053E-3	5.24874E-3	5.03964E-3	4.85012E-3	4.77690E-3	4.63738E-3	4.51191E-3	4.37506E-3	4.25541E-3	4.08789E-3	3.99525E-3	3.87116E-3	3.73923E-3	3.65458E-3	3.57532E-3	3.48880E-3	3.40412E-3	3.31025E-3	3.22718E-3	3.16203E-3	3.10474E-3	3.02063E-3	2.97038E-3	2.87466E-3	2.85671E-3	2.78239E-3	2.73546E-3	2.69681E-3	2.63952E-3	2.60003E-3	2.56644E-3	2.51715E-3	2.50074E-3	2.44820E-3	2.41596E-3	2.37245E-3
2.88087E-3	2.91999E-3	2.95996E-3	3.00688E-3	3.07254E-3	3.11296E-3	3.17788E-3	3.25507E-3	3.32906E-3	3.39926E-3	3.50078E-3	3.63184E-3	3.69901E-3	3.77630E-3	3.90956E-3	4.02675E-3	4.10499E-3	4.27918E-3	4.42932E-3	4.56456E-3	4.72392E-3	4.86682E-3	5.06008E-3	5.24325E-3	5.42998E-3	5.67336E-3	5.90016E-3	6.13785E-3	6.40116E-3	6.62025E-3	6.93482E-3	7.22866E-3	7.53426E-3	7.88126E-3	8.22215E-3	8.64961E-3	9.17869E-3	9.59624E-3	1.00162E-2	1.04269E-2	1.07713E-2	1.09373E-2	1.09243E-2	1.08217E-2	1.07677E-2	1.06941E-2	1.04991E-2	1.03038E-2	1.00618E-2	9.80744E-3	9.53637E-3	9.21143E-3	8.91616E-3	8.64773E-3	8.34344E-3	8.00837E-3	7.69138E-3	7.39829E-3	7.12179E-3	6.83807E-3	6.52919E-3	6.51334E-3	6.20832E-3	6.01802E-3	5.51448E-3	5.25430E-3	4.98635E-3	4.78733E-3	4.68588E-3	4.56737E-3	4.46628E-3	4.34841E-3	4.21960E-3	4.07221E-3	3.95131E-3	3.85339E-3	3.73809E-3	3.66296E-3	3.55651E-3	3.47026E-3	3.38301E-3	3.28486E-3	3.23723E-3	3.12050E-3	3.10116E-3	3.02189E-3	2.95513E-3	2.90020E-3	2.84584E-3	2.77742E-3	2.74349E-3	2.69294E-3	2.62664E-3	2.59072E-3	2.57505E-3	2.52994E-3	2.49428E-3	2.45576E-3	2.42111E-3	2.37702E-3
2.89079E-3	2.91906E-3	2.96674E-3	3.01642E-3	3.08807E-3	3.13260E-3	3.18811E-3	3.28152E-3	3.33949E-3	3.43122E-3	3.49726E-3	3.60736E-3	3.71024E-3	3.80086E-3	3.91217E-3	4.01467E-3	4.15349E-3	4.28361E-3	4.43981E-3	4.56419E-3	4.75330E-3	4.91939E-3	5.12091E-3	5.30721E-3	5.47793E-3	5.66932E-3	5.90521E-3	6.18078E-3	6.41989E-3	6.71179E-3	6.98234E-3	7.27729E-3	7.61351E-3	7.94929E-3	8.34309E-3	8.72396E-3	9.25074E-3	9.63660E-3	1.00796E-2	1.05099E-2	1.08179E-2	1.09700E-2	1.09005E-2	1.08000E-2	1.07538E-2	1.06206E-2	1.04656E-2	1.02887E-2	1.00418E-2	9.74077E-3	9.54511E-3	9.21584E-3	8.89107E-3	8.61456E-3	8.29380E-3	7.98058E-3	7.67708E-3	7.37139E-3	7.08862E-3	6.80546E-3	6.46976E-3	6.17413E-3	5.90413E-3	5.61687E-3	5.33372E-3	5.16537E-3	4.93841E-3	4.79655E-3	4.68104E-3	4.60026E-3	4.48293E-3	4.34849E-3	4.19872E-3	4.08283E-3	3.93976E-3	3.85046E-3	3.74614E-3	3.63272E-3	3.53263E-3	3.45856E-3	3.36469E-3	3.27913E-3	3.22904E-3	3.13835E-3	3.05684E-3	3.00171E-3	2.94979E-3	2.87881E-3	2.81950E-3	2.80268E-3	2.75011E-3	2.69755E-3	2.63997E-3	2.59603E-3	2.56464E-3	2.51526E-3	2.47843E-3	2.44669E-3	2.41883E-3	2.38349E-3
2.91688E-3	2.91869E-3	2.95878E-3	3.01469E-3	3.08954E-3	3.12092E-3	3.19506E-3	3.27336E-3	3.36261E-3	3.44627E-3	3.52461E-3	3.65139E-3	3.73396E-3	3.82517E-3	3.92088E-3	4.06314E-3	4.14899E-3	4.28061E-3	4.44997E-3	4.60568E-3	4.75932E-3	4.93865E-3	5.09189E-3	5.29578E-3	5.48022E-3	5.73480E-3	5.95959E-3	6.18561E-3	6.44191E-3	6.70453E-3	6.99091E-3	7.33026E-3	7.62630E-3	7.96886E-3	8.35256E-3	8.73377E-3	9.21037E-3	9.70584E-3	1.01173E-2	1.05075E-2	1.08210E-2	1.09304E-2	1.08866E-2	1.07725E-2	1.07425E-2	1.06133E-2	1.04683E-2	1.02665E-2	1.00192E-2	9.76205E-3	9.45241E-3	9.14243E-3	8.82836E-3	8.58945E-3	8.25829E-3	7.92061E-3	7.62507E-3	7.34049E-3	7.04969E-3	6.76868E-3	6.52870E-3	6.24568E-3	5.95893E-3	5.66568E-3	5.41878E-3	5.21405E-3	5.02576E-3	4.86269E-3	4.74432E-3	4.58290E-3	4.47202E-3	4.34286E-3	4.13736E-3	4.05211E-3	3.95502E-3	3.83968E-3	3.72659E-3	3.63183E-3	3.54493E-3	3.43749E-3	3.34647E-3	3.29421E-3	3.21038E-3	3.12386E-3	3.05470E-3	3.00851E-3	2.95889E-3	2.88207E-3	2.82108E-3	2.78914E-3	2.72092E-3	2.67776E-3	2.62853E-3	2.59771E-3	2.55693E-3	2.49606E-3	2.48336E-3	2.46075E-3	2.42063E-3	2.36549E-3
2.91018E-3	2.93574E-3	2.98610E-3	3.04600E-3	3.08122E-3	3.13813E-3	3.24401E-3	3.30224E-3	3.36897E-3	3.43408E-3	3.52810E-3	3.61272E-3	3.72479E-3	3.81807E-3	3.93836E-3	4.03807E-3	4.15824E-3	4.32821E-3	4.49941E-3	4.68618E-3	4.78296E-3	4.94858E-3	5.12855E-3	5.30511E-3	5.50402E-3	5.75652E-3	5.99441E-3	6.18851E-3	6.45684E-3	6.70655E-3	7.02082E-3	7.34057E-3	7.70823E-3	8.03103E-3	8.36975E-3	8.77112E-3	9.29011E-3	9.76139E-3	1.01766E-2	1.05481E-2	1.08334E-2	1.09613E-2	1.08605E-2	1.07532E-2	1.06993E-2	1.05590E-2	1.03965E-2	1.01865E-2	9.93683E-3	9.65977E-3	9.38685E-3	9.08010E-3	8.80291E-3	8.55539E-3	8.22902E-3	7.88786E-3	7.58641E-3	7.28607E-3	7.00326E-3	6.74243E-3	6.45314E-3	6.18751E-3	5.95202E-3	5.69452E-3	5.46527E-3	5.28057E-3	5.07594E-3	4.90833E-3	4.73246E-3	4.58519E-3	4.45022E-3	4.35481E-3	4.16798E-3	4.04821E-3	3.92506E-3	3.88487E-3	3.69051E-3	3.61768E-3	3.48616E-3	3.41412E-3	3.34512E-3	3.27249E-3	3.19874E-3	3.10123E-3	3.05243E-3	3.01607E-3	2.93116E-3	2.88412E-3	2.82678E-3	2.77857E-3	2.73016E-3	2.66630E-3	2.60783E-3	2.59311E-3	2.60414E-3	2.53017E-3	2.49674E-3	2.45673E-3	2.40220E-3	2.39374E-3
2.91866E-3	2.90562E-3	2.97087E-3	3.03455E-3	3.08650E-3	3.15899E-3	3.20985E-3	3.28318E-3	3.37251E-3	3.45882E-3	3.55016E-3	3.63469E-3	3.73682E-3	3.83119E-3	3.94760E-3	4.07205E-3	4.19882E-3	4.35022E-3	4.50342E-3	4.62366E-3	4.80984E-3	4.97887E-3	5.12271E-3	5.35680E-3	5.51628E-3	5.75698E-3	5.97751E-3	6.24530E-3	6.50087E-3	6.76428E-3	7.07676E-3	7.36966E-3	7.70452E-3	8.02018E-3	8.42242E-3	8.85785E-3	9.39028E-3	9.78329E-3	1.01874E-2	1.05829E-2	1.08470E-2	1.09382E-2	1.08376E-2	1.07448E-2	1.07213E-2	1.05613E-2	1.03579E-2	1.01493E-2	9.89221E-3	9.60758E-3	9.32614E-3	9.01932E-3	8.73530E-3	8.43927E-3	8.14221E-3	7.82399E-3	7.50495E-3	7.25529E-3	6.96467E-3	6.66984E-3	6.48308E-3	6.19113E-3	5.91934E-3	5.68092E-3	5.45670E-3	5.26175E-3	5.07442E-3	4.88624E-3	4.72561E-3	4.54780E-3	4.41290E-3	4.26865E-3	4.13708E-3	4.00443E-3	3.89517E-3	3.78632E-3	3.68815E-3	3.59911E-3	3.50250E-3	3.43748E-3	3.31223E-3	3.26458E-3	3.15558E-3	3.12005E-3	3.03164E-3	2.98478E-3	2.89156E-3	2.87709E-3	2.79783E-3	2.75899E-3	2.78770E-3	2.72396E-3	2.64083E-3	2.59727E-3	2.54758E-3	2.51920E-3	2.47220E-3	2.43422E-3	2.42707E-3	2.39986E-3
2.89599E-3	2.93850E-3	2.99781E-3	3.04522E-3	3.08196E-3	3.15004E-3	3.21389E-3	3.29580E-3	3.38636E-3	3.48090E-3	3.54755E-3	3.62603E-3	3.75159E-3	3.85101E-3	3.92638E-3	4.09660E-3	4.20449E-3	4.32877E-3	4.52529E-3	4.66020E-3	4.80468E-3	4.98047E-3	5.15255E-3	5.35619E-3	5.53827E-3	5.80119E-3	6.06351E-3	6.28730E-3	6.50577E-3	6.81393E-3	7.10447E-3	7.43571E-3	7.74277E-3	8.08564E-3	8.49057E-3	8.92476E-3	9.35729E-3	9.81684E-3	1.02416E-2	1.06070E-2	1.08876E-2	1.09336E-2	1.08179E-2	1.07544E-2	1.07047E-2	1.05339E-2	1.03598E-2	1.01379E-2	9.88078E-3	9.58970E-3	9.31513E-3	9.02892E-3	8.74095E-3	8.45529E-3	8.14104E-3	7.82311E-3	7.50281E-3	7.20690E-3	6.95198E-3	6.62341E-3	6.38858E-3	6.15294E-3	5.89498E-3	5.66494E-3	5.46211E-3	5.24690E-3	5.09095E-3	4.89038E-3	4.74528E-3	4.53955E-3	4.43670E-3	4.28795E-3	4.17723E-3	4.02048E-3	3.91184E-3	3.79342E-3	3.66532E-3	3.60275E-3	3.45517E-3	3.41346E-3	3.28465E-3	3.23303E-3	3.15658E-3	3.13619E-3	3.04110E-3	3.01396E-3	2.92615E-3	2.87357E-3	2.82429E-3	2.76897E-3	2.73583E-3	2.67614E-3	2.62394E-3	2.58892E-3	2.54165E-3	2.55057E-3	2.48573E-3	2.45418E-3	2.44214E-3	2.37689E-3
2.92506E-3	2.94939E-3	2.99531E-3	3.05441E-3	3.09809E-3	3.19248E-3	3.23668E-3	3.32532E-3	3.41021E-3	3.48438E-3	3.55509E-3	3.68120E-3	3.73738E-3	3.88829E-3	3.99601E-3	4.13655E-3	4.20725E-3	4.38659E-3	4.49686E-3	4.68216E-3	4.86925E-3	4.99491E-3	5.19494E-3	5.38052E-3	5.60438E-3	5.84204E-3	6.08974E-3	6.33156E-3	6.55942E-3	6.83875E-3	7.14621E-3	7.48626E-3	7.83675E-3	8.17272E-3	8.51496E-3	8.96981E-3	9.39533E-3	9.85686E-3	1.03069E-2	1.06876E-2	1.09245E-2	1.09550E-2	1.08005E-2	1.07435E-2	1.06429E-2	1.05077E-2	1.02850E-2	1.01345E-2	9.91400E-3	9.58475E-3	9.26090E-3	8.95462E-3	8.72275E-3	8.57499E-3	8.27544E-3	7.83663E-3	7.47536E-3	7.20024E-3	6.91720E-3	6.65284E-3	6.37452E-3	6.13544E-3	5.91039E-3	5.63317E-3	5.48401E-3	5.26213E-3	5.03521E-3	4.88985E-3	4.70362E-3	4.54366E-3	4.42972E-3	4.24804E-3	4.11964E-3	4.02600E-3	3.90376E-3	3.76949E-3	3.68513E-3	3.58816E-3	3.46282E-3	3.39749E-3	3.34168E-3	3.27272E-3	3.15272E-3	3.08360E-3	3.03279E-3	3.00448E-3	2.90397E-3	2.84206E-3	2.84403E-3	2.75100E-3	2.72091E-3	2.68932E-3	2.62863E-3	2.63985E-3	2.52790E-3	2.52443E-3	2.50648E-3	2.48245E-3	2.42387E-3	2.38254E-3
2.92589E-3	2.97321E-3	2.99370E-3	3.05134E-3	3.10234E-3	3.17352E-3	3.23342E-3	3.32172E-3	3.41219E-3	3.49151E-3	3.55935E-3	3.64621E-3	3.75653E-3	3.88466E-3	3.97653E-3	4.13854E-3	4.26072E-3	4.38503E-3	4.52148E-3	4.66159E-3	4.86200E-3	4.96688E-3	5.19786E-3	5.38888E-3	5.59872E-3	5.80479E-3	6.07039E-3	6.32697E-3	6.56531E-3	6.90274E-3	7.16091E-3	7.45936E-3	7.77220E-3	8.13859E-3	8.51767E-3	8.98004E-3	9.47497E-3	9.90636E-3	1.02933E-2	1.06454E-2	1.09050E-2	1.09686E-2	1.07975E-2	1.07043E-2	1.06138E-2	1.04565E-2	1.02735E-2	1.00684E-2	9.82142E-3	9.50824E-3	9.23283E-3	8.95584E-3	8.66581E-3	8.37333E-3	8.09107E-3	7.77006E-3	7.45528E-3	7.14852E-3	6.89876E-3	6.62463E-3	6.36239E-3	6.11336E-3	5.85714E-3	5.64394E-3	5.43506E-3	5.23630E-3	5.03695E-3	4.83260E-3	4.69347E-3	4.52124E-3	4.39118E-3	4.24410E-3	4.14025E-3	4.01289E-3	3.87840E-3	3.76978E-3	3.65513E-3	3.54520E-3	3.49263E-3	3.39762E-3	3.31568E-3	3.22026E-3	3.15815E-3	3.10527E-3	3.04459E-3	3.00470E-3	2.91704E-3	2.86421E-3	2.81969E-3	2.75622E-3	2.72002E-3	2.66924E-3	2.63849E-3	2.59197E-3	2.55895E-3	2.49792E-3	2.48603E-3	2.47246E-3	2.43361E-3	2.39465E-3
2.89785E-3	2.93021E-3	2.98188E-3	3.03732E-3	3.09569E-3	3.15303E-3	3.23636E-3	3.29690E-3	3.38543E-3	3.49161E-3	3.57523E-3	3.66892E-3	3.77217E-3	3.88219E-3	4.01369E-3	4.10904E-3	4.26204E-3	4.39791E-3	4.53508E-3	4.70751E-3	4.84167E-3	5.02947E-3	5.21056E-3	5.39170E-3	5.60438E-3	5.84704E-3	6.10499E-3	6.35533E-3	6.60414E-3	6.88838E-3	7.20267E-3	7.54009E-3	7.85819E-3	8.19468E-3	8.56713E-3	9.02505E-3	9.52743E-3	9.89768E-3	1.03372E-2	1.06765E-2	1.09078E-2	1.09668E-2	1.08077E-2	1.07069E-2	1.05983E-2	1.04154E-2	1.02311E-2	1.00395E-2	9.76838E-3	9.46463E-3	9.23006E-3	8.93409E-3	8.67134E-3	8.35649E-3	8.04407E-3	7.71290E-3	7.44332E-3	7.13597E-3	6.88444E-3	6.57551E-3	6.32046E-3	6.07420E-3	5.85050E-3	5.62179E-3	5.42116E-3	5.20264E-3	5.02323E-3	4.84456E-3	4.66558E-3	4.50502E-3	4.36386E-3	4.24984E-3	4.11352E-3	3.98088E-3	3.87543E-3	3.75031E-3	3.65004E-3	3.56764E-3	3.47153E-3	3.37725E-3	3.30048E-3	3.22663E-3	3.14692E-3	3.08200E-3	3.02033E-3	2.96444E-3	2.91717E-3	2.86767E-3	2.81557E-3	2.74715E-3	2.71198E-3	2.64709E-3	2.63266E-3	2.60494E-3	2.57211E-3	2.52138E-3	2.48663E-3	2.46202E-3	2.44247E-3	2.40060E-3
2.92538E-3	2.95684E-3	3.00764E-3	3.07184E-3	3.11974E-3	3.15958E-3	3.24245E-3	3.32970E-3	3.39826E-3	3.49206E-3	3.56299E-3	3.68770E-3	3.77963E-3	3.88460E-3	4.03254E-3	4.15520E-3	4.25219E-3	4.40449E-3	4.53642E-3	4.68885E-3	4.86843E-3	5.03964E-3	5.22871E-3	5.43481E-3	5.61168E-3	5.85282E-3	6.09807E-3	6.36542E-3	6.61027E-3	6.86931E-3	7.19826E-3	7.51260E-3	7.83644E-3	8.22984E-3	8.69447E-3	9.05850E-3	9.51858E-3	9.95475E-3	1.03981E-2	1.07627E-2	1.09467E-2	1.09377E-2	1.07683E-2	1.06634E-2	1.05751E-2	1.03761E-2	1.01950E-2	9.95278E-3	9.72109E-3	9.44520E-3	9.17108E-3	8.87912E-3	8.64574E-3	8.34671E-3	8.00260E-3	7.74520E-3	7.40727E-3	7.09201E-3	6.85162E-3	6.56682E-3	6.28767E-3	6.06050E-3	5.80902E-3	5.57181E-3	5.40274E-3	5.18804E-3	4.98395E-3	4.79196E-3	4.60792E-3	4.47915E-3	4.35546E-3	4.21551E-3	4.08189E-3	3.95136E-3	3.85206E-3	3.75201E-3	3.63208E-3	3.53736E-3	3.43751E-3	3.34247E-3	3.29211E-3	3.22229E-3	3.18554E-3	3.05633E-3	2.98448E-3	2.94692E-3	2.91019E-3	2.84773E-3	2.79567E-3	2.73520E-3	2.71310E-3	2.66322E-3	2.65577E-3	2.56978E-3	2.55628E-3	2.53046E-3	2.48013E-3	2.45722E-3	2.43716E-3	2.37958E-3
2.93179E-3	2.95061E-3	3.01197E-3	3.05855E-3	3.11629E-3	3.16193E-3	3.26947E-3	3.34286E-3	3.42004E-3	3.49105E-3	3.59471E-3	3.67637E-3	3.76573E-3	3.89349E-3	4.01785E-3	4.13332E-3	4.26773E-3	4.42264E-3	4.60643E-3	4.75243E-3	4.88007E-3	5.06532E-3	5.22642E-3	5.42607E-3	5.63903E-3	5.88674E-3	6.11199E-3	6.38690E-3	6.60569E-3	6.90852E-3	7.24070E-3	7.51687E-3	7.86288E-3	8.22647E-3	8.62895E-3	9.08140E-3	9.57536E-3	9.96291E-3	1.03787E-2	1.07272E-2	1.09124E-2	1.09024E-2	1.07122E-2	1.06441E-2	1.05748E-2	1.03524E-2	1.01495E-2	9.92976E-3	9.68037E-3	9.43990E-3	9.20399E-3	8.88866E-3	8.59219E-3	8.32533E-3	7.99952E-3	7.65841E-3	7.37286E-3	7.09212E-3	6.83176E-3	6.54646E-3	6.28170E-3	6.02396E-3	5.76666E-3	5.53710E-3	5.34730E-3	5.13285E-3	4.94313E-3	4.76112E-3	4.61681E-3	4.44912E-3	4.31804E-3	4.18019E-3	4.06110E-3	3.94950E-3	3.82188E-3	3.71802E-3	3.60911E-3	3.52420E-3	3.44367E-3	3.36769E-3	3.27174E-3	3.20393E-3	3.13380E-3	3.04961E-3	2.99189E-3	2.93888E-3	2.90878E-3	2.84631E-3	2.79081E-3	2.75894E-3	2.70334E-3	2.65709E-3	2.59831E-3	2.57539E-3	2.54644E-3	2.52211E-3	2.47700E-3	2.44363E-3	2.41525E-3	2.37677E-3
2.93305E-3	2.95063E-3	3.01016E-3	3.07825E-3	3.12583E-3	3.20033E-3	3.26702E-3	3.34540E-3	3.40979E-3	3.52018E-3	3.57806E-3	3.72207E-3	3.82432E-3	3.89880E-3	4.01803E-3	4.15136E-3	4.26277E-3	4.44419E-3	4.56698E-3	4.72745E-3	4.88365E-3	5.08036E-3	5.26233E-3	5.44487E-3	5.67933E-3	5.90499E-3	6.15053E-3	6.39767E-3	6.65457E-3	6.95542E-3	7.29081E-3	7.58572E-3	7.94152E-3	8.32269E-3	8.73871E-3	9.17789E-3	9.59868E-3	1.00551E-2	1.04092E-2	1.07388E-2	1.09306E-2	1.08877E-2	1.06738E-2	1.06294E-2	1.04969E-2	1.03124E-2	1.01134E-2	9.87939E-3	9.66248E-3	9.38828E-3	9.08484E-3	8.85003E-3	8.67266E-3	8.27169E-3	7.92248E-3	7.64810E-3	7.35503E-3	7.07881E-3	6.80534E-3	6.46827E-3	6.24365E-3	5.97843E-3	5.75491E-3	5.51820E-3	5.33049E-3	5.11836E-3	4.93699E-3	4.73908E-3	4.57171E-3	4.43644E-3	4.30186E-3	4.15841E-3	4.02177E-3	3.92033E-3	3.79389E-3	3.71523E-3	3.59504E-3	3.50103E-3	3.41861E-3	3.33768E-3	3.24721E-3	3.18218E-3	3.10195E-3	3.04377E-3	3.01306E-3	2.93365E-3	2.87475E-3	2.84431E-3	2.78365E-3	2.74865E-3	2.69939E-3	2.64089E-3	2.60847E-3	2.57212E-3	2.52899E-3	2.50285E-3	2.46797E-3	2.43159E-3	2.40903E-3	2.37537E-3
2.94159E-3	2.97282E-3	3.01191E-3	3.07832E-3	3.13474E-3	3.18026E-3	3.25931E-3	3.35912E-3	3.43674E-3	3.52901E-3	3.60350E-3	3.69904E-3	3.80390E-3	3.92647E-3	4.02767E-3	4.15192E-3	4.26724E-3	4.41822E-3	4.59953E-3	4.75026E-3	4.87287E-3	5.07999E-3	5.26469E-3	5.46356E-3	5.68184E-3	5.92189E-3	6.16373E-3	6.41662E-3	6.69724E-3	6.96689E-3	7.28106E-3	7.60564E-3	7.92575E-3	8.30517E-3	8.72008E-3	9.17432E-3	9.64681E-3	1.00557E-2	1.04392E-2	1.07694E-2	1.09033E-2	1.08797E-2	1.06406E-2	1.05878E-2	1.04814E-2	1.03119E-2	1.01472E-2	9.86886E-3	9.64539E-3	9.35999E-3	9.12617E-3	8.86331E-3	8.55709E-3	8.23666E-3	7.93333E-3	7.64049E-3	7.37518E-3	7.03977E-3	6.75544E-3	6.45890E-3	6.20005E-3	5.96891E-3	5.72078E-3	5.47114E-3	5.29916E-3	5.11678E-3	4.90901E-3	4.73027E-3	4.57224E-3	4.41263E-3	4.26410E-3	4.13376E-3	4.02435E-3	3.87991E-3	3.78880E-3	3.66838E-3	3.58022E-3	3.48482E-3	3.39325E-3	3.31160E-3	3.23659E-3	3.17293E-3	3.08373E-3	3.03407E-3	2.98816E-3	2.91498E-3	2.86279E-3	2.82427E-3	2.78253E-3	2.72039E-3	2.67149E-3	2.62739E-3	2.60462E-3	2.57494E-3	2.52671E-3	2.50853E-3	2.47750E-3	2.45065E-3	2.40621E-3	2.36948E-3
